"division"
"Central Equatoria"
"Eastern Equatoria"
"Jungoli"
"Lakes"
"North Bahr-al-Ghazal"
"Unity"
"Upper Nile"
"Warap"
"West Bahr-al-Ghazal"
"West Equatoria"
