"division"
"Jihočeský"
"Jihomoravský"
"Karlovarský"
"Kraj Vysočina"
"Královéhradecký"
"Liberecký"
"Moravskoslezský"
"Olomoucký"
"Pardubický"
"Plzeňský"
"Prague"
"Středočeský"
"Ústecký"
"Zlínský"
