"division"
"Ayeyarwady"
"Bago"
"Chin"
"Kachin"
"Kayah"
"Kayin"
"Magway"
"Mandalay"
"Mon"
"Naypyitaw"
"Rakhine"
"Sagaing"
"Shan"
"Tanintharyi"
"Yangon"
