"division"
"Central"
"Chobe"
"Francistown"
"Gaborone"
"Ghanzi"
"Jwaneng"
"Kgalagadi"
"Kgatleng"
"Kweneng"
"Lobatse"
"North-East"
"North-West"
"Selibe Phikwe"
"South-East"
"Southern"
"Sowa"
