"division"
"Badakhshan"
"Badghis"
"Baghlan"
"Balkh"
"Bamyan"
"Daykundi"
"Farah"
"Faryab"
"Ghazni"
"Ghor"
"Hilmand"
"Hirat"
"Jawzjan"
"Kabul"
"Kandahar"
"Kapisa"
"Khost"
"Kunar"
"Kunduz"
"Laghman"
"Logar"
"Nangarhar"
"Nimroz"
"Nuristan"
"Paktika"
"Paktya"
"Panjshir"
"Parwan"
"Samangan"
"Sari Pul"
"Takhar"
"Uruzgan"
"Wardak"
"Zabul"
