"division"
"Aileu"
"Ainaro"
"Ambeno"
"Baucau"
"Bobonaro"
"Covalima"
"Dili"
"Ermera"
"Lautém"
"Liquiçá"
"Manatuto"
"Manufahi"
"Viqueque"
