"division"
"!Karas"
"Erongo"
"Hardap"
"Kavango"
"Khomas"
"Kunene"
"Ohangwena"
"Omaheke"
"Omusati"
"Oshana"
"Oshikoto"
"Otjozondjupa"
"Zambezi"
