"division"
"Al Jazirah"
"Al Qadarif"
"Blue Nile"
"Central Darfur"
"East Darfur"
"Kassala"
"Khartoum"
"North Darfur"
"North Kurdufan"
"Northern"
"Red Sea"
"River Nile"
"Sennar"
"South Darfur"
"South Kurdufan"
"West Darfur"
"West Kurdufan"
"White Nile"
